item,sum_sale_liters,sum_sale_dollars
FLOR DE CANA ANEJO ORO 4YR DNO,18.0,324.0
FLOR DE CANA 5YR,18.0,360.0
1792 SWEET WHEAT HA,18.0,666.0
WRAY & NEPHEW RUM CREAM(DNO),18.0,400.32
SAN MATIAS GRAN RESERVA TEQUILA,18.0,960.24
WRAY & NEPHEW WHITE OVER RUM,18.0,389.28
DEKUYPER PEACH PUCKER,18.0,226.8
KAHLUA MOCHA,18.0,431.76
HEAVEN HILL OLD STYLE(GREEN LABEL) DNO6 6 16,18.0,229.44
SAUZA CIEN ANOS REPOSADO TEQUILA,18.0,434.4
HAYMANS SLOE GIN,18.0,495.12
FIREFLY PEACH TEA VODKA,18.0,360.0
OLE SMOKY MOONSHINE - BIG ORANGE,18.0,396.0
FIREFLY MINT TEA VODKA,18.0,357.6
FIREFLY LEMON TEA VODKA,18.0,360.0
KAMMER BLACK FOREST KIRSCHWASSER,18.0,709.2
HIRAM WALKER CRM DE CACAO WHITE,18.0,140.16
SEAGRAM TROPICAL GIN & JUICE,18.0,164.4
GOSLING FAMILY RESERVE RUM,18.0,1286.16
OLD FORESTER 1897 WHISKY ROW SERIES,18.0,899.76
MT GAY SILVER RUM,18.0,359.76
HIRAM WALKER CREME DE NOYAUX,18.0,141.96
FRIDA KAHLO BLANCO TEQUILA,18.0,998.4
CABANA CACHACA,18.0,550.08
FRIS ORANGE VODKA,18.0,198.0
RON BARCELO ANEJO,18.0,274.32
RINGNECK VODKA,18.0,471.36
RON MATUSALEM GRAN RESERVA,18.0,609.12
NIKKA YOICHI 15 YR SINGLE MALT,18.0,2526.24
NIKKA TAKETSURU 17 YR PURE MALT,18.0,2909.28
1921 TEQUILA BLANCO,18.0,846.0
1921 TEQUILA REPOSADO,18.0,954.0
TEQUILA ROSE,18.0,479.52
ROTHMAN & WINTER ORCHARD CHERRY,18.0,447.12
FRIS VODKA,18.0,251.52
RIAZUL PLATA TEQUILA,18.0,1044.0
BACARDI BIG APPLE FLAVORED RUM,18.0,299.76
WOLFHOUND IRISH WHISKEY,18.0,360.0
THE GLENLIVET 12YR SING MALT SCOTCH,18.0,836.52
KAH EXTRA ANEJO,18.0,4494.0
FLOR DE CANA GOLD,18.0,361.2
KAUAI COCONUT HAWAIIAN RUM,18.0,861.12
LANGLEY'S NO. 8 GIN,18.0,753.12
DON EDUARDO SILVER TEQUILA,18.0,809.76
PARKERS HERITAGE COLLECTION MALT WHISKEY HA,18.0,1798.32
FEENEY'S IRISH CREAM,18.0,254.88
GRAND MARNIER CENTCINQUANTENAIRE (150),18.0,4368.24
PARAMOUNT DRAGON FRUIT,18.0,240.24
BRUGAL ESPECIAL EXTRA DRY,18.0,341.28
CRATER LAKE VODKA,18.0,502.56
TOMATIN SINGLE MALT 12YR,18.0,540.0
JEFFERSON'S THE MANHATTAN BARREL FINISH,18.0,625.44
POWERS 12YR IRISH WHISKEY,18.0,614.16
PARKERS HERITAGE BATCH #8 HA,18.0,1776.24
MARIE BRIZARD ORANGE CURACAO,18.0,474.24
HIGH WEST RENDEZVOUS RYE,18.0,1305.0
FINLANDIA WILD BERRIES VODKA,18.0,379.92
NUX ALPINA,18.0,720.0
MARTELL XO SUPREME,18.0,3159.12
COURVOISIER XO,18.0,2830.26
TOOTERS MANGO SMASH,18.0,373.2
OXLEY DRY GIN,18.0,675.0
BRECKENRIDGE BOURBON(DO NOT USE),18.0,954.0
SVEDKA ORANGE CREAM POP VODKA,18.0,297.12
RAIN ORGANIC HONEY MANGO VODKA,18.0,374.16
SEAGRAM'S RED BERRY TWISTED GIN,18.0,215.76
ARAK RAZZOUK,18.0,495.12
PLYMOUTH SLOE GIN,18.0,452.16
BUNNAHABHAIN 18YR,18.0,2397.42
YAHARA BAY COCOA LIQUEUR,16.85,1013.8
GENTIAN APERITIF,16.6,787.76
EAGLE RARE 17YR BOURBON HA,16.5,1257.87
LA COLLECTION TIGER,16.5,1232.44
KAH TEQUILA ANEJO,15.9,1466.04
HIRAM WALKER CREME DE MENTHE WHITE 3 PAK,15.75,122.85
ELIJAH CRAIG 12YR,15.75,381.54
KU:L FIRE,15.75,267.54
CHIVAS REGAL 25 YEAR OLD,15.75,4724.79
THATCHER'S APPLE SPICE GINGER,15.0,267.6
HUSTLE,15.0,284.8
MACALLAN 25YR ANNIVERSARY MALT HA,15.0,12743.6
VAN GOGH ACAI BLUEBERRY VODKA,15.0,398.6
DAILUAINE 12YR,14.9,1682.28
YAHARA BAY RUM,14.6,712.84
BACARDI LIGHT RUM,14.4,237.6
AVION SILVER W POWELL & MAHONEY MARGARITA MIX,14.25,711.93
LONACH BLENDED SCOTCH 1973 36YR,14.25,2080.5
JOHNNIE WALKER ODYSSEY HA,14.25,14211.24
OCEAN ORGANIC VODKA,14.1,677.7
STRATHISLA 12YR SING MALT SCOTCH,13.5,589.5
AUCHENTOSHAN 21 YEAR,13.5,1981.26
GRAN CENTENARIO ROSANGEL,13.5,512.28
THE DALMORE GRAN RESERVA DNO,13.5,998.46
JOHN J BOWMAN STR. BBN.WHY. HA,13.5,421.2
"BEEFEATER ""24""",13.5,337.32
FOUR ROSES 2015 LIMITED EDITION SMALL BATCH,13.5,1287.18
FOUR ROSES SB LIMITED EDITION 2013,13.5,1166.22
APPLETON RARE BLEND,13.5,499.5
GLENGOYNE SINGLE MALT SCOTCH 12YR,13.5,807.84
JEAN MARC XO VODKA,13.5,833.04
JAMESON VINTAGE RESERVE,13.5,3580.02
FRIDA KAHLO REPOSADO TEQUILA,13.5,961.2
GRAN CENTENARIO PLATA,13.5,729.0
TIRAMISU ITALIAN LIQUEUR,13.5,360.18
FRIDA KAHLO ANEJO TEQUILA,13.5,1315.8
ST. GEORGE TERROIR GIN,13.5,472.5
TOOTERS TRIPLE BERRY PUNCH,13.5,270.0
GENTLEMEN 750ML,13.5,3663.18
WESTLAND SHERRY WOOD SINGLE MALT,13.5,1188.0
BELVEDERE BLACK RASPBERRY,13.5,463.14
GLENROTHES ALBA RESERVE,13.5,892.44
APPLETON ESTATE 21 YR JAMAICA RUM,13.5,1753.38
WESTLAND PEATED SINGLE MALT,13.5,1188.0
JEFFERSON'S RYE,13.5,452.52
KOVAL OAT,13.5,702.0
FLOR DE CANA 12YR CENTENARIO,13.5,532.26
KILCHOMAN MACHIR BAY,13.5,945.0
WESTLAND AMERICAN SINGLE MALT,13.5,1188.0
KOVAL RYE,13.5,702.0
ISLE OF JURA 16YR SING MALT,13.5,989.64
AHA YETO ANEJO TEQUILA,13.5,823.5
TOOTERS RED-DICULOUS ON THE BEACH,13.5,269.64
UV CAKE,13.5,185.76
GLENMORANGIE TAGHTA HA,13.5,1619.82
FORTY CREEK DOUBLE BARREL,13.5,810.0
GLENGOYNE SINGLE MALT SCOTCH 21YR,13.5,2093.76
TRADER VIC'S CHESTNUT LIQUEUR,13.5,386.1
GENTLEMEN 375ML,13.5,3740.4
AHA YETO REPOSADO TEQUILA,13.5,634.5
HIGHLAND PARK 15YR SING MALT SCOTCH,13.5,984.96
WILD SHOT REPOSADO,13.5,761.22
COLLINGWOOD CANADIAN WHY.,13.5,396.54
NIKKA TAKETSURA 21 YR PURE MALT,13.5,2635.56
NIKKA MIYAGIKYO 12 YEAR SINGLE MALT WHY.,13.5,1698.12
COMPASS BOX PEAT MONSTER WHISKY,13.5,864.0
AHA YETO BLANCO TEQUILA,13.5,589.68
CRYSTAL MALT 375ML,13.5,2977.38
CORZO SILVER TEQUILA,13.5,701.28
CENTINELA REPOSADO TEQUILA,13.5,674.1
COURVOISIER 12YR,13.5,664.2
BREAKING AND ENTERING,13.5,566.82
MARASKA KRUSKOVAC PEAR LIQUEUR,13.5,395.28
SINFULLY THINN CINNAMON LIGHT WHISKEY,13.5,431.28
PLANTATION RUM DARK,13.5,256.5
MARTELL CORDON BLEU 6PAK COGNAC,13.5,1572.3
CRAGGANMORE DISTILLERS EDITION 25YR HA,13.5,5337.0
MASSENEZ PEAR IN BOTTLE POIRE WILLIAMS,13.5,927.18
PRICHARD'S FINE RUM,13.5,599.28
PRICHARD'S SWEET LUCY BOURBON CREAM LIQUEUR,13.5,350.82
MOLETTO GRAPPA D'NEBBIOLO,13.5,529.74
PUMPKIN FACE 23,13.5,809.64
360 GEORGIA PEACH,13.5,201.96
MATHILDE POIRES,13.5,326.7
PUMPKIN FACE WHITE,13.5,489.42
PURITY VODKA,13.5,723.6
CRUSOE SPICED RUM,13.5,450.18
PYRAT CASK 1623,13.5,3712.5
ORONOCO PLATINUM RESERVE RUM,13.5,505.8
HIRAM WALKER CRM DE CACAO DARK 3PAK,13.5,105.3
SCHLADERER WILLIAMS BIRNE,13.5,611.28
CAMUS VSOP COGNAC,13.5,580.5
MICHAEL COLLINS 10YR DNO,13.5,616.5
SMOOTH AMBLER OLD SCOUT,13.5,658.8
NUVO LIQUEUR,13.5,809.82
ZUBROWKA BISON GRASS VODKA,13.5,350.28
JACK DANIELS SB DUCKS UNLTD W TIN & GLASSES,12.75,621.69
360 DOUBLE CHOCOLATE,12.75,190.74
GRAPPA CHIANTI CLASSICO,12.65,661.06
GRAND MARNIER CORDON ROUGE LIQUEUR,12.5,4820.3
LA COLLECTION $ BANKNOTE,12.4,1302.0
DR.MCGILLICUDDY'S MENTHOLMINT,12.06,291.0
CAPTAIN MORGAN SPICED S,12.048,288.0
DEKUYPER HOT DAMN,12.048,188.4
TORADA TEQUILA WHITE,12.0,119.4
MARGARITAVILLE ORO,12.0,141.0
MR BOSTON AMARETTO,12.0,72.0
URSUS PUNCH VODKA,12.0,116.16
BURNETT'S SOUR APPLE FLAVORED VODKA,12.0,103.56
DEKUYPER CREME DE BANANA,12.0,98.52
STOLICHNAYA GOLD,12.0,341.88
LIMONCE LEMON LIQUEUR,12.0,213.0
MYERS'S DARK RUM,12.0,266.4
KOLOA HAWAIIAN PINEAPPLE PASSION RUM COCKTAIL,12.0,219.12
REVELSTOKE SPICED CANADIAN,12.0,180.0
BURNETT'S PEAR FLAVORED VODKA,12.0,103.56
J W DANT BIB BOURBON,12.0,152.28
PARAMOUNT SWEET TEA VODKA,12.0,111.48
BURNETT'S PEACH,12.0,97.44
HUDSON BAY SCOTCH WHISKY,12.0,133.2
HIRAM WALKER SLOE GIN,12.0,78.84
CRUZAN GUAVA,12.0,151.2
BURNETT'S ORANGE VODKA(DNO),12.0,86.64
BURNETT'S LIME FLAVORED VODKA,12.0,103.56
DEKUYPER PINEAPPLE(DNO),12.0,137.16
SUZE D'AUTREFOIS,12.0,132.0
BURNETT'S CHERRY LIMEADE FLAVORED VODKA,12.0,103.56
HIRAM WALKER BUTTERNIPS SCHNAPPS,12.0,78.84
BURNETT'S CHERRY,12.0,97.44
BURNETT'S BLUEBERRY,12.0,97.44
CRUZAN BLACK STRAP,12.0,170.04
KESSLER LIGHT,12.0,127.44
HIRAM WALKER RASPBERRY SCHNAPPS,12.0,78.84
HIRAM WALKER SOUR APPLE SCHNAPPS,12.0,81.0
WASABE VODKA W SAKE,12.0,303.36
NOLET'S SILVER GIN,12.0,599.84
YPIOCA OURO,12.0,252.0
TERRY CENTENARIO,12.0,226.8
RONRICO SILVER RUM,12.0,123.48
BOLS CHERRY BRANDY,12.0,115.08
AZUNIA PLATINUM(WHITE),12.0,531.36
YPIOCA CACHACA PRATA,12.0,255.12
ST GERMAIN W CARAFE,11.8,752.25
NUVO RED VELVET,11.4,377.76
"BEEFEATER ""24"" GIN",11.25,301.5
GRAND MARNIER CUVEE 18 HA,11.25,3937.35
GLENFIDDICH 12YR SINGLE MALT SCOTCH,11.25,517.5
THE GLENLIVET 21YR ARCHIVE,11.25,1474.5
LUCID ABSINTHE W SHOT GLASS HA,11.25,731.25
REMY MARTIN LOUIS XIII COGNAC,11.25,29782.3
TOUCANO RUM,11.0,286.44
MCCORMICK RASPBERRY VODKA HANDLE,10.5,67.14
MCCORMICK PEACH FLAVORED VODKA,10.5,67.26
CLIX VODKA,10.5,3275.86
MCCLELLAND'S ISLAY,10.5,212.58
APPLETON WHITE,10.5,153.0
MATTINGLY & MOORE STR BOURBON,10.5,73.8
CALICO CHERRY JACK,10.5,113.34
TGIF STRAWBERRY SHORTCAKE,10.5,71.46
MACALLAN 12 YEAR,10.5,661.68
BOODLES BRITISH GIN,10.5,185.82
YELLOWSTONE BOURBON,10.5,105.0
CANADIAN GOLD WHISKY,10.5,80.82
JOHNNIE WALKER BLACK (DO NOT USE),10.5,388.56
SMARTRITA,10.5,120.24
STOLICHNAYA GALA APPLIK,10.5,204.54
ABSINTHE BLANCO,10.4,664.03
GRAPPA NEBBIOLO,10.4,824.94
AMARETTO DI AMORE S,10.04,149.2
HENNESSY 250 COLLECTOR BLEND HA,10.0,4499.9
STIRRINGS PEACH LIQUEUR,9.75,126.62
NEW AMSTERDAM COCONUT FLAVORED,9.6,161.28
NEW AMSTERDAM CITRON FLAVORED,9.6,161.28
UV BLUE RASPBERRY S,9.036,147.24
CALVADOS MORIN 1973,9.0,2502.0
CALVERT EXTRA BLENDED WHISKEY,9.0,94.56
VAMPYRE RED VODKA,9.0,231.0
OLE SMOKY TENNESSEE MOONSHINE - LEMON DROP,9.0,240.12
WOODY CREEK SIGNATURE POTATO VODKA,9.0,318.12
GIFFARD CREME DE PAMPLEMOUSSE ROSE PINK GRAPEFRUIT LIQUEUR,9.0,238.56
OLD CHARTER 10YR BOURBON,9.0,148.56
OLD EZRA 7YR 101,9.0,172.68
OLD FORESTER 1870 WHISKY ROW SERIES,9.0,404.88
GODIVA CHOCOLATE LIQUEUR,9.0,293.04
GIOIA LUISA LIMONCELLO LEMON,9.0,234.0
GIONELLI PEACH SCHNAPPS,9.0,72.0
THREE OLIVES SMORES VODKA,9.0,201.12
CALICO JACK PINEAPPLE,9.0,113.4
JOHN DEKUYPER & SONS FLEUR,9.0,217.32
CALICO TROPICAL PUNCH JACK RUM,9.0,113.4
REGENCY DA VINCI,9.0,59.88
OLE SMOKY LEMON DROP LIGHTNIN' MOONSHINE,9.0,240.12
GALLIANO RISTRETTO,9.0,226.68
HIGHLAND PARK DARK ORIGINS,9.0,718.8
CANADIAN HUNTER,9.0,75.6
ABSOLUT BLACK,9.0,269.88
ARROW BLACKBERRY BRANDY,9.0,84.36
OLD PULTENEY 12YR SING MALT SCOTCH DNO DISC,9.0,384.0
"THREE OLIVES FLAVORED VODKA ""ELVIS PRESLEY"" COCONUT WATER",9.0,179.4
CANADIAN HUNTER WHISKY P.E.T.,9.0,88.2
ART IN THE AGE SAGE DSS,9.0,315.0
GALLIANO L'AUTENTICO,9.0,342.96
THE KINGS GINGER,9.0,432.0
HIRAM WALKER BLUE CURACAO 3PAK,9.0,70.2
ASBACH 8YR PRIVATBRAND,9.0,453.0
GENEVIEVE GIN,9.0,648.0
OLE SMOKY BUTTERSCOTCH,9.0,198.0
GEORGE DICKEL SPECIAL BARREL RESERVE,9.0,331.92
OLD PULTENEY 12YR SING MALT SCOTCH,9.0,384.0
SNOW QUEEN VODKA,9.0,256.92
CAPTAIN MORGAN LIMITED EDITION,9.0,180.0
TULLIBARDINE 14YR,9.0,534.12
ZACKARIAH HARRIS,9.0,108.0
COLUMBUS RUM ANEJO,9.0,170.16
COMPASS BOX ASYLA WHISKY,9.0,468.0
CHIVAS REGAL,9.0,341.76
JACQUINS GINGER BRANDY,9.0,86.76
CHILLED DILLS PICKLE VODKA,9.0,346.68
TRIMBACH POIRE PEAR BRANDY,9.0,397.2
TRIMBACH MIRABELLE BRANDY,9.0,397.2
TRIMBACH LIQUEUR DE FRAMBOISE,9.0,279.84
PINNACLE CUCUMBER WATERMELON,9.0,141.84
AGUA LUCA CACHACA RUM,9.0,255.12
TRES LECHES TRIPLE CREAM LIQUEUR,9.0,180.6
CHATEAU ST AUBIN ARMAGNAC,9.0,853.2
GLENGOYNE 17YR SCOTCH,9.0,596.16
GLENGOYNE 15YR,9.0,694.68
GLENMORANGIE ASTAR DNO,9.0,721.8
PIMM'S BLACKBERRY & ELDERFLOWER,9.0,175.56
YENI RAKI TURKISH LIQUEUR,9.0,321.0
TUTHILLTOWN HALF MOON,9.0,333.36
GLENROTHES 1988,9.0,1881.0
ZWACK UNICUM,9.0,286.56
JACK DANIEL'S MASTER DISTILLER SERIES 1,9.0,297.36
JACK DANIEL'S MASTER DISTILLER SERIES 2,9.0,297.36
PHILLIPS UNION CHERRY FLAVORED WHISKEY,9.0,257.4
ALCHEMIA CHOCOLATE VODKA,9.0,234.0
J. W. DANT SCOTCH,9.0,81.96
HANA BAY GOLD RUM,9.0,101.04
CHRISTIAN DROUIN CALVADOS SELCETION,9.0,367.44
TWISTED SHOTS TRADITIONAL PARTY PACK,9.0,300.0
HAMILTON OVER RUM,9.0,267.84
JACK DANIEL'S WINTER JACK,9.0,186.12
COAL ILA DISTILLERS EDITION,9.0,720.0
COCKSPUR 12 RUM,9.0,314.64
HAKUSHU 10 YEAR HEAVILY PEATED,9.0,1440.0
PATRON XO CAFE INCENDIO,9.0,261.0
TRADER VIC'S MAI TAI,9.0,61.8
ONE BASIL FLAVORED VODKA,9.0,324.0
THE DALMORE 1263 KING ALEXANDER,9.0,2050.92
CRATER LAKE HAZELNUT,9.0,221.28
CRAVE CHOCOLATE TRUFFLE,9.0,207.72
JEKYLL BERRY LIQUEUR,9.0,91.08
CROWN ROYAL CASK 16(DNO),9.0,683.28
PARAMOUNT GINGER BRANDY,9.0,98.76
PALO VIEJO WHITE RUM,9.0,68.04
PUMPKIN FACE RESERVE,9.0,435.0
GODIVA CARAMEL MILK CHOCOLATE LIQUEUR,9.0,295.44
ABSOLUT MANDARIN VODKA,9.0,212.64
JIM BEAM 7YR,9.0,255.12
R JELENIK SLIVOVITZ,9.0,228.12
GLEN GARIOCH 1995 MALT,9.0,944.88
GLEN GARIOCH 12 YEAR,9.0,566.88
ARDMORE SCOTCH,9.0,442.8
RAIN MANGO VODKA,9.0,135.0
TOMATIN SINGLE MALT SCOTCH 18YR,9.0,573.72
APPLETON ESTATE RESERVE,9.0,299.16
HENRY MCKENNA SINGLE BARREL,9.0,300.12
PRICHARD'S CRYSTAL RUM,9.0,243.36
CORZO SILVER,9.0,467.52
CHAMBORD LIQUEUR,9.0,410.4
ANCHOR OLD TOM GIN,9.0,360.0
ANCIENT ANCIENT AGE KY STR BOURBON,9.0,138.36
COURVOISIER NAPOLEON,9.0,470.52
YAMAZAKI MALT 12YR WHISKY,9.0,803.04
PISCOLOGIA PISCO,9.0,312.12
JAQUES CARDIN VSOP COGNAC DNO,9.0,303.0
PLATTE VALLEY FIRESHINE,9.0,198.0
PLOMARI OUZO,9.0,211.56
HIGH STICK VODKA,9.0,720.0
COURVOISIER VSOP W GLASS & BOTTLE STOPPER HA,9.0,368.52
PONCHE KUBA LIQUEUR,9.0,134.88
POWER'S GOLD,9.0,155.52
PRAIRIE WOLF DARK,9.0,228.12
ODDKA WASABI,9.0,143.76
RON BARCELO IMPERIAL,9.0,284.4
ODDKA VODKA,9.0,116.88
SINFULLY THINN BLUEBERRY LIGHT WHISKEY,9.0,287.52
WILLETT XCF EXPLORATORY CASK FINISH HA,9.0,1290.12
SHANGO RUM LIQUEUR,9.0,196.56
FIFTY POUNDS,9.0,363.12
FEW RYE HA,9.0,543.12
SHARKWATER DNO,9.0,192.84
BRUGAL 1888 GRAN RESERVA,9.0,448.08
DOS TIRANOS MEZCAL,9.0,168.84
VIRGINIA GENTLEMAN,9.0,109.44
WILD TURKEY RYE 101 - DNO,9.0,173.52
BORGHETTI CAFFE ESPRESSO LIQUEUR,9.0,265.56
DR. MCGILLICUDDY'S ICE MINT,9.0,156.12
FAMOUS GROUSE GOLD RESERVE DNO,9.0,344.58
DR. MCGILLICUDDY'S VANILLA SCHNAPPS,9.0,191.76
DRIPPING SPRINGS VODKA,9.0,273.12
VIRGINIA MOONSHINE,9.0,213.12
BRUICHLADDICH OCTOMORE SCOTTISH BARLEY 7.1,9.0,1484.16
MERRY'S WHITE CHOCOLATE,9.0,119.88
HIRAM WALKER MAMA WALKERS BLUEBERRY PANCAKE,9.0,89.88
DEWAR'S 18YR,9.0,674.52
DON CESAR PISCO PURO,9.0,304.8
DON EDUARDO ANEJO TEQUILA,9.0,552.48
MCCARTHY'S OREGON SINGLE MALT HA,9.0,554.76
SEAGRAMS GRAPE TWISTED GIN,9.0,107.88
SEAGRAMS GRAPE TWISTED GIN FLASK,9.0,122.16
HYDE HERBAL LIQUEUR,9.0,91.08
HIRAM WALKER MELON LIQUEUR,9.0,65.16
BRUICHLADDICH THE LADDIE TEN,9.0,499.56
VESICA VODKA,9.0,107.88
99 WHIPPED,9.0,140.4
HIRAM WALKER MAMA WALKERS MAPLE BACON,9.0,89.88
VAN GOGH BLUE WHEAT VODKA,9.0,257.16
FINLANDIA LIME VODKA,9.0,189.96
KOVAL DRY GIN,9.0,378.0
DUMANTE VERDENOCE,9.0,405.0
BOOKER'S 25TH ANNIVERSARY EDITION HA,9.0,944.88
LAPHROAIG SELECT,9.0,519.72
KUHL WHIPPED CREME VODKA,9.0,118.08
EFFEN W GLASS,9.0,255.12
LARRENSINGLE XO W TIN,9.0,881.88
LA FEE NV ABSINTHE VERTE,9.0,219.12
EL ZARCO GOLD TEQUILA,9.0,138.12
BENCHMARK APPLE,9.0,114.84
SMIRNOFF TWIST OF BLUBERRY,9.0,121.68
GRAPPA MOSCATO 375ML,9.0,646.44
SMIRNOFF TWIST OF GREEN APPLE,9.0,121.68
SMIRNOFF TWIST OF STRAWBERRY,9.0,171.12
LAIRD'S OLD APPLE BRANDY 7YR,9.0,227.4
SOBIESKI KARAMEL FLAVORED VODKA,9.0,102.48
BENROMACH 10YR,9.0,654.12
SOBIESKI CYNAMON FLAVORED VODKA,9.0,102.48
KUHL VODKA,9.0,118.08
KUHL TANGERINE VODKA,9.0,118.08
KUHL RASPBERRY VODKA,9.0,118.08
ECHTE KROATZBEERE,9.0,286.56
99 ORANGES,9.0,160.2
KUHL PEACH VODKA,9.0,118.08
KUHL KEY LIME MARGARITA VODKA,9.0,118.08
KUHL HOT CINNAMON VODKA,9.0,118.08
KUHL COTTON CANDY VODKA,9.0,118.08
KUHL COCONUT WATER VODKA,9.0,118.08
KUHL CITRUS VODKA,9.0,118.08
KUHL CHOCOLATE WHIPPED VODKA,9.0,118.08
KUHL CHERRY VODKA,9.0,118.08
MACALLAN FO 17YEAR,9.0,2163.96
KUHL BLUE OCEAN RAVE VODKA,9.0,118.08
ST. REMY XO NAPOLEON BRANDY,9.0,170.64
BOLS PEPPERMINT SCHNAPPS,9.0,115.08
MERRY'S IRISH CREAM,9.0,119.88
BRUICHLADDICH PC SCOTTISH BARLEY,9.0,539.64
TEQUILA ROSE COCOA,9.0,170.88
MONTE ALBAN REPOSADO TEQUILA,9.0,177.72
WISER'S LEGACY,9.0,406.08
DEKUYPER KAMIKAZE,9.0,113.4
3 VODKA,9.0,232.56
SEAGRAM'S GIN & JUICE TROPICAL THUNDER,9.0,86.4
FOUR ROSES 2013 LIMITED EDITION SMALL BATCH,9.0,777.48
FOUR ROSES 2014 LIMITED EDITION SMALL BATCH HA,9.0,816.12
HIRAM WALKER CREME DE CASSIS,9.0,71.88
1921 TEQUILA ANEJO,9.0,543.12
SNAKE RIVER STAMPEDE,9.0,213.12
RON BARCELO GRAN ANEJO,9.0,168.0
RON ABUELO 12YR,9.0,303.36
NONINO QUINTESSENTIA AMARO,9.0,473.28
GRAN CENTENARIO PLATA TEQUILA,9.0,531.0
ROGUE VOODOO DOUGHNUT BACON MAPLE VODKA,9.0,381.12
HIRAM WALKER CREME DE CACAO WHITE 3PAK,9.0,70.2
HIRAM WALKER CARAMEL APPLE LIQUEUR,9.0,71.88
FRIS BLUEBERRY VODKA,9.0,92.4
VAN GOGH COOL PEACH,9.0,228.12
ODDKA FRESH CUT GRASS,9.0,143.76
TANTEO JALAPENO TEQUILA( DO NOT USE),9.0,402.0
PHILLIPS UNION WHISKEY,9.0,257.4
MICHTER'S US*1 SMALL BATCH BOURBON,9.0,422.16
DEVIL JOHN MOONSHINE # 9,9.0,207.0
SEA WYNDE RUM,9.0,375.0
MEUKOW VS VANILLA,9.0,299.88
KALANI COCONUT LIQUEUR,9.0,236.88
SCHLICHTE STEINHAGER GIN,9.0,211.56
SCHWARTZHOG KRAUTER LIQUEUR,9.0,165.0
DEL MAGUEY SAN LUIS DEL RIO,9.0,720.0
MEUKOW VS COGNAC,9.0,269.52
GRAPPA MOSCATO,8.25,239.52
PAU MAUI HAWAIIAN VODKA,8.25,186.01
SOUTHERN COMFORT AND LIME,8.0,136.08
ARMAGNAC VINTAGE 1973,7.9,1617.66
JUAREZ GOLD TEQUILA,7.6,106.78
CLIX VODKA HA,7.5,2339.9
CAOL ILA 30YR HA,7.5,5249.9
LA COLLECTION FLAG,7.4,945.0
DEEP EDDY 750ML VODKA W 3-50MLS,7.2,27.0
CRYSTAL MALT 200ML,7.2,1721.16
GENTLEMEN 200ML,7.2,2127.78
IRISH SINGLE MALT 14YR- BROTHER IN ARMS,7.0,762.02
STOLICHNAYA VODKA 1.75L W 4 CANS OF GINGER BEER,7.0,119.96
AUCHENTOSHAN 1997 17YR,6.9,945.6
COGNAC CUVEE,6.9,1530.81
JOHNNIE WALKER BLUE GIFT BOTTLE HA,6.75,1822.41
OLD RIP VAN WINKLE 13YR RYE(PAPPY) HA,6.75,289.62
JOSE CUERVO LA RESERVA DE LA FAMILIA,6.75,775.08
FOREX STANDARD,6.75,195.75
HIRAM WALKER CRM DE MENTHE GREEN 3 PAK,6.75,52.65
SMIRNOFF DARK ROASTED ESPRESSO,6.024,133.44
SMIRNOFF BLUEBERRY TWIST,6.024,102.96
UV GRAPE VODKA S,6.024,98.16
WAVE CHOCOLATE PRETZEL VODKA,6.0,90.0
WAVE CHERRY VODKA,6.0,90.0
WAVE TIKI VODKA,6.0,90.0
WAVE BLUE RASPBERRY,6.0,90.0
TAAKA PINK LEMONADE,6.0,90.0
CYNAR HIGH 70,6.0,157.5
TAAKA PINEAPPLE VODKA,6.0,90.0
JOHNNIE WALKER KING GEORGE V HA,6.0,3584.89
LICOR DE NANCE,6.0,258.0
CIROC LUXURY,6.0,359.44
REYKA ICELANDIC VODKA,6.0,130.5
TIPPY COW VANILLA,6.0,133.56
WAVE BAJA,6.0,90.0
DEKUYPER SOUR APPLE PUCKER SCHNAPPS,6.0,91.2
NAKED JAY GOOEY BUNS VODKA,6.0,90.0
RYAN'S CREAM,6.0,126.0
BACARDI BLACK RAZZ ATURE,6.0,99.6
99 WATERMELON,6.0,89.28
GRAPPA MOSCATO 200ML,6.0,537.48
GREY GOOSE L'ORANGE,6.0,198.0
DRAMBUIE SCOTCH LIQUEUR,6.0,330.0
BURNETT'S PINK LEMONADE VODKA,6.0,306.24
LA COLLECTION TIGER BLUE,5.625,423.9
GLENFIDDICH 30 YR SCOTCH DNO,5.25,1930.56
FRAMBOISE (RASPBERRY LIQUEUR),5.25,137.67
CERISES ROUGE(CHERRY LIQUEUR),5.25,140.19
MORTLACH 18YR HA,5.25,1764.0
FOREX PACIFIC,5.25,189.0
FOREX ATLANTIC,5.25,178.5
4 ORANGE VODKA,5.25,129.5
HIRSCH STRAIGHT BOURBON SMALL BATCH,5.25,231.0
FRANGELICO LIQUEUR S,4.824,247.6
SEAGRAM'S 7 CROWN WHISKEY,4.8,67.68
BACARDI O RUM,4.8,55.92
FIREBALL CINNAMON WHY. .200ML 66,4.8,120.0
VAN GOGH ACIA BLUEBERRY VODKA,4.5,118.56
HIGHLAND PARK 30YR,4.5,2248.86
VAN GOGH COCONUT,4.5,114.06
VAN GOGH CHOCOLATE VODKA,4.5,114.06
GREAT KING ST. GLASGOW,4.5,217.44
VAN GOGH RICH DARK CHOCOLATE VODKA,4.5,114.06
